Unnamed: 0,Unnamed: 1,Unnamed: 2,Waste,"Energy, kJ","Energy, kcal",Nitrogen-to-protein factor,"Nitrogen, total","Protein, videnskabelig",Protein labeling,Carbohydrate by difference,"Carbohydrates, available","Carbohydrate, declaration",Added sugar,Dietary fiber,"Fat, total",Fatty acid conversion factor (FCF),Alcohol,Ash,Dry matter,Water,Vitamin A,Retinol,beta-carotene,Vitamin D,Vitamin D3,D2 ergocalciferol,Vitamin D3 25-hydroxy,25-hydroxyergocalciferol,Vitamin E,alpha-tocopherol,gamma-tocopherol,delta-tocopherol,alpha-tokotrienol,Vitamin K1,Vitamin B1,thiamine,"Vitamin B2, Riboflavin",Niacin Equivalent,Niacin,Vitamin B6,Pantothenic,Biotin,Folate,"Folate, free",B12,C Vitamin,L-ascorbic acid,L-dehydroascorbic,"Sulfur, S","Chloride, Cl","Sodium, Na","Potassium, K","Calcium, Ca","Magnesium, Mg","Phosphorus, P","Iron, Fe","Copper, Cu","Zinc, Zn",Iodine In,"Manganese, Mn","Chromium, Cr","Selenium, Se","Molybdenum, Mo","Cobalt, Co.","Nickel, Ni","Fluoron, F","Silicon, Si","Rubidium, Rb","Aluminum, Al","Boron, B","Bromine, Br",Mercury Hg,"Arsenic, As",Arsen inorganic,"Cadmium, Cd","Lead, Pb","Tin, Sn",L-lactic acid,D-lactic acid,"Lactic acid, total",Citric acid,Oxalic acid,Malic acid,Benzoic acid,"Organic acids, tot.",Histamine,Tyramine,Phenylethylamine,Putrescin,Cadaverine,Spermine,Spermidine,Serotonin,Fructose,Galactose,Glucose,"Monosaccharides, total",Lactose,Maltose,Sucrose,Disaccharides total,Raffinose,Other sugars,"Sugars, total",Sorbitol,Inositol,Maltitol,"Sugar alcohols, total",Starch,IDF,SDFP,SDFS,Hexose,Pentose,Uronic Acid,Cellulose,Lignin,Crude fibers,Neutr.Det.Fibre (NDF),C4: 0,C6: 0,C8: 0,C10: 0,C12: 0,C13: 0,C14: 0,C15: 0,C16: 0,C17: 0,C18: 0,C20: 0,C21:0,C22: 0,C23:0,C24: 0,"Saturated F.A., other","C12:1,n-1",C14: 1 n-5,C15: 1,C16: 1 n-7,C17: 1 n-7,C18: 1 n-9,C18: 1 n-7,C20: 1 n-9,C20: 1 n-11,C22: 1 n-9,C22: 1 n-11,C24: 1 n-9,Other monounsaturated.,C18: 2 n-6,"C18: 2 conj-A, undifferentiated",C18: 3 n-3,C18: 3 n-6,"C18: 4, n-3",C20: 2 n-6,"C22:2,n-6","C22:4,n-6","C22:5,n-6",C20: 3 n-3,"C20: 4, n-3",C20: 3 n-6,"C20: 4, n-6","C20: 5, n-3","C22: 5, n-3","C22: 6, n-3",Other polyunsaturated,C14: 1 trans-9,C16: 1 trans,C18: 1 trans-n-9,C20: 1 trans,C22: 1 trans,"C18: 2, trans, undifferentiated",Other fatty acids,Sum saturated,Sum monounsaturated,Sum polyunsaturated,"Trans fatty acids, total","Fatty acids, total",Sum n-3 fatty acids,Sum n-6 fatty acids,Cholesterol,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Threonine,Tryptophan,Valin,Arginine,Histidine,Alanine,Aspartic acid,Glutamic acid,Glycine,Proline,Hydroxyproline,Serin,Density
1107,Unfermented milk products,"Milk, skimmed, with chocolate",0,246,58,6.38,0.554,3.5,3.5,10.2,9.7,9.3,4.8,0.5,0.5,0.945,0,0.8,15,85,4.17,4,2,0.007,0.007,nv,nv,nv,0.01,0.01,nv,nv,nv,0,0.0353,nv,0.164,0.928,0.133,0.0167,0.315,2.2,4.72,4,0.0867,0,0,nv,nv,92.5,37,178,108,15.7,90.8,0.363,0.059,0.438,12.5,0.0513,4.55,1.35,5,nv,15.9,nv,nv,nv,nv,nv,nv,0.1,nv,nv,0.002,0.089,nv,nv,nv,nv,0.21,nv,nv,nv,0.21,nv,nv,nv,nv,nv,nv,nv,nv,0,0.125,0,0.125,4.18,0,5,9.18,nv,0,9.3,nv,nv,nv,nv,0,nv,nv,nv,0.07,0.07,0.05,0.33,0,nv,nv,0.017,0.011,0.007,0.016,0.019,nv,0.054,nv,0.145,nv,0.05,nv,nv,nv,nv,nv,nv,nv,0.007,nv,0.011,nv,0.109,nv,nv,0.006,nv,nv,nv,nv,0.01,nv,0.004,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.318,0.133,0.014,nv,0.465,0.004,0.01,4,205,338,316,89,27,177,150,150,48,244,122,100,116,288,704,72,344,nv,200,nv
1108,Unfermented milk products,"Milk, skimmed, with chocolate (UHT)",0,251,59,6.38,0.564,3.6,3.5,10.4,9.9,9.3,4.8,0.5,0.5,0.945,0,0.7,15.2,84.8,4.17,4,2,0.007,0.007,nv,nv,nv,0.01,0.01,nv,nv,nv,0,0.027,nv,0.164,0.943,0.135,0.027,0.36,2,4.72,4,0.05,0,0,nv,nv,90,45.1,211,119,21.6,98,0.03,0.01,0.5,10.7,0.008,0.052,1.3,5,nv,17.3,nv,nv,nv,nv,nv,nv,0.1,nv,nv,0.002,0.089,nv,nv,nv,nv,0.21,nv,nv,nv,0.21,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0,0,4.46,0,4.8,9.26,nv,0,9.26,nv,nv,nv,nv,0,nv,nv,nv,0.07,0.07,0.05,0.33,0,nv,nv,0.017,0.011,0.007,0.016,0.019,nv,0.055,nv,0.148,nv,0.051,nv,nv,nv,nv,nv,nv,nv,0.007,nv,0.011,nv,0.111,nv,nv,0.006,nv,nv,nv,nv,0.01,nv,0.004,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.324,0.135,0.014,nv,0.472,0.004,0.01,4,209,344,321,90,28,180,152,152,49,248,124,102,118,293,716,73,350,nv,203,nv
1109,Beef,"Beef, striploin ""cap on"", raw",12,972,234,6.25,3.12,19.5,19.5,0,0,0,0,0,17.3,0.94,0,1,37.8,62.2,19,19,0,0.7,0.7,nv,nv,nv,0.54,0.54,nv,nv,nv,0,0.037,nv,0.13,9.19,5.5,0.44,0.7,0,5.5,4,1.4,0,0,nv,nv,nv,63,300,5,20,170,1.7,0.07,4.2,1,0.011,4,8.9,0,nv,0.7,nv,nv,nv,nv,nv,nv,0.05,0.53,nv,0.9,2.5,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.23,2.35,0.003,0.23,0.84,2.58,nv,nv,0,nv,0,0,0,0,0,0,nv,nv,0,nv,nv,nv,nv,0,nv,nv,nv,0,0,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,0.52,0.1,4.373,0.2,2.112,nv,nv,nv,nv,nv,nv,nv,0.24,nv,1.021,0.16,6.835,nv,nv,0,nv,nv,nv,nv,0.33,nv,0.21,nv,nv,nv,nv,nv,nv,0,nv,nv,0.16,0,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,7.305,8.256,0.701,nv,16.262,0.21,0.49,69,936,1470,1620,468,140,749,624,811,222,998,1150,655,1120,1720,2750,1060,874,nv,780,nv
1110,Soft rennet cheese,"Cheese, Camembert, 30 % fidm.",0,832,199,6.38,3.918,25,24.5,0,0,0.1,0,0,11,0.945,0,3.3,39.3,60.7,97,93,48,0.14,0.14,nv,nv,nv,0.28,0.28,nv,nv,nv,0,0.045,nv,0.45,7.55,1.8,0.25,1.36,6,62,nv,1.13,0,0,nv,nv,nv,1300,187,720,20,370,0.18,0.07,2.38,13.8,0.048,0.28,8.5,6,1,4.96,nv,nv,nv,nv,nv,nv,0.06,1,nv,0.011,0.5,nv,nv,nv,nv,nv,nv,nv,0.65,nv,3.3,14.5,nv,12.5,24.5,nv,nv,0,nv,nv,nv,nv,0.1,nv,nv,0.1,nv,nv,0.1,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.37,0.24,0.16,0.34,0.43,nv,1.221,nv,3.252,nv,1.111,nv,nv,nv,nv,nv,nv,nv,0.16,nv,0.24,nv,2.441,nv,nv,0.12,nv,nv,nv,nv,0.23,nv,0.08,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,7.123,2.961,0.31,nv,10.395,0.08,0.23,38,1370,2310,2000,705,90,1290,1370,862,345,1690,784,705,784,1760,4900,509,2630,nv,1410,nv
1111,Vegetable products,"Alfalfa seeds, sprouted, raw",0,112,27,6.25,0.638,4,4,2.1,0.2,0.2,0,1.9,0.7,0.775,0,0.4,7.2,92.8,8,0,96,0,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.076,nv,0.126,0.481,0.481,0.034,0.563,nv,36,nv,0,8.2,8.2,nv,nv,nv,6,79,32,27,70,0.96,0.157,0.92,nv,0.188,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,1.64,2.2,0,0,0,0,0,nv,0.002,nv,0.059,nv,0.008,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0.056,nv,nv,0,0,nv,nv,nv,0.234,nv,0.175,nv,0,nv,nv,nv,nv,nv,nv,nv,0,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,0.069,0.056,0.41,nv,0.535,0.175,0.234,0,140,268,211,nv,nv,nv,nv,134,nv,147,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
1112,Pork,"Pork, meat, approx. 20 % fat, raw",10,1008,243,6.25,2.88,17.9,17.9,0,0,0,0,0,19,0.92,0,0.9,37.8,62.2,8.95,8.95,0,0.691,0.161,nv,0.106,nv,0.1,0.1,nv,nv,nv,0,0.72,nv,0.22,6.76,3.5,0.32,0.6,2.6,1.5,nv,0.65,0,0,nv,nv,nv,68,301,9,20,170,0.75,0.1,3.6,1,0.014,5.3,6.9,0,nv,2.5,nv,nv,nv,nv,nv,nv,0.13,2,nv,1.9,5.6,nv,nv,nv,nv,nv,nv,nv,nv,nv,1.1,1.1,nv,0.45,0.13,0.13,1.45,nv,0,nv,0,0,0,0,0,0,nv,nv,0,nv,nv,nv,nv,0,nv,nv,nv,0,0,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,17.48,nv,nv,66,864,1300,1580,432,118,662,605,749,196,950,1070,662,1070,1580,2330,922,720,nv,691,nv
1114,Sugar confectionery,"Liquorice, salt",0,1507,355,6.25,0.704,4.4,4.4,82,82,43.4,36,0,1,0.8,0,2.1,89.6,10.4,0,0,0,0,0,nv,nv,nv,0,0,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0,0,nv,nv,3,519,415,30,25,26,3.1,0.14,0.31,nv,0.29,16,0.5,nv,nv,10,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,2.9,2.9,nv,nv,40.5,40.5,nv,nv,43.4,0,nv,nv,0,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.8,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
1115,Biscuits and cookies,"Biscuit, wholemeal, digestive type",0,1931,460,5.7,1.143,6.5,7.1,73.1,69.5,66.5,16.4,3.6,16.5,0.9,0,1.7,97.8,2.2,0,0,0,0,0,nv,nv,nv,1.3,1.3,nv,nv,0.2,0,0.098,nv,0.0352,1.2,1.83,0.089,0,2.3,12.7,nv,0,0,0,nv,72,541,519,174,25.9,29.6,116,1.17,0.131,0.666,2.35,0.7,0,3.2,nv,nv,3.7,nv,nv,nv,nv,nv,nv,nv,nv,nv,2.7,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.105,nv,0.149,0.253,0.17,0.0717,17.8,18,nv,nv,18.3,nv,nv,nv,nv,48.2,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0,0,0,0,nv,0.149,0,6.328,0,0.645,0,nv,0,nv,0,nv,nv,0,nv,0,0,5.479,0.124,nv,0.015,0.013,0,0,nv,1.919,0,0.053,0,0,0,nv,nv,nv,nv,0,nv,0,0,0,0,nv,nv,0,0.015,0,0,0.102,0,7.122,5.63,1.972,0.116,14.841,0.053,1.919,0,286,491,95,95,85,331,137,183,72,320,229,137,217,309,2070,251,743,nv,331,nv
1117,Pork,"Pork, loin with rind, raw",20,1114,268,6.25,2.921,18.3,18.3,0.1,0.1,0,0,0,21.7,0.92,0,0.9,40.9,59.1,9.53,9.53,0,0.538,0.126,nv,0.0824,nv,0.407,0.407,nv,nv,nv,0,0.628,nv,0.121,8.8,5.49,0.291,0.555,4.07,4.6,nv,0.854,0,0,nv,nv,nv,51.9,292,6.11,18.2,160,0.43,0.0485,1.26,0.9,0.00913,5.14,7.15,0,nv,0.502,nv,nv,nv,nv,nv,nv,0.13,2,nv,1.9,5.6,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0,0,0,0,0,0,nv,nv,0,nv,nv,nv,nv,0,nv,nv,nv,0,0,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,0.255,nv,5.159,0.075,3.075,0.047,nv,nv,nv,nv,nv,nv,nv,nv,0.464,0.074,8.21,0.613,0.179,nv,nv,nv,nv,nv,1.414,nv,0.109,nv,nv,0.078,nv,nv,nv,nv,nv,nv,0.062,nv,nv,nv,nv,nv,nv,0.051,nv,nv,nv,nv,8.612,9.597,1.663,0.051,19.923,0.109,1.554,69,876,1310,1610,438,120,672,613,759,199,964,1080,672,1080,1610,2370,935,730,nv,701,nv
1118,Sugar confectionery,Fruit gums,0,1482,349,6.25,1.056,6.6,6.6,78.6,78.6,74.4,40.6,0,0.9,0.8,0,0.2,86.3,13.7,0,0,0,0,0,nv,nv,nv,0,0,nv,nv,nv,0,0,nv,0,0,0,0,0,0,0,0,0,0,0,nv,nv,nv,62,12,9,1.6,4,0.19,0.0722,0.05,nv,0.21,4,0,nv,nv,2,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.1,2,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,3.1,nv,8.3,11.4,0.1,8.9,32.6,41.6,2.4,nv,53,nv,nv,nv,nv,21.4,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0,0,0,0,nv,0,0,0,0,0,0,nv,0,nv,nv,nv,nv,0,0,0,0,0,nv,nv,0,0,nv,nv,nv,0,nv,0,nv,nv,nv,nv,nv,nv,0,nv,nv,0,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,0,0,0,nv,0.72,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
1120,Fish products,"Sprat (sardine), in oil, canned",0,856,205,6.25,3.936,24.6,24.6,1.1,1.1,0,0,0,11.3,0.94,0,3.4,40.4,59.6,18,18,0,12,12,nv,nv,nv,2.31,2.31,nv,nv,nv,0,0.1,nv,0.17,9.17,5.3,0.2,0.85,4,16,6,11.5,0,0,nv,nv,nv,329,353,420,39,450,2,0.12,2.2,25,0.15,4,35,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,1.2,nv,0.48,7.8,0.02,0.5,0.5,nv,0,nv,0,0,0,0,0,0,nv,nv,0,nv,nv,nv,nv,0,nv,nv,nv,0,0,0,0,0,nv,nv,0,0,0,0,0,nv,0.087,nv,1.467,0,0.424,0.038,nv,0,nv,0,nv,nv,0,nv,0.152,nv,3.124,0,nv,0.04,0,0,0.014,nv,4.215,nv,0.587,nv,0,0,nv,nv,nv,0,nv,0,nv,0.163,0.024,0.251,nv,nv,nv,nv,nv,nv,nv,0.07,2.016,3.331,5.241,nv,10.658,1.026,4.215,38,1140,1690,1730,708,161,984,748,945,232,1300,1380,984,1300,2170,2830,1380,905,nv,984,nv
1121,Fish products,"Sardine, in oil, canned",0,856,205,6.25,3.936,24.6,24.6,1.1,1.1,0,0,0,11.3,0.94,0,3.4,40.4,59.6,18,18,0,12,12,nv,nv,nv,1.7,1.7,nv,nv,nv,0,0.1,nv,0.17,9.17,5.3,0.2,0.85,4,16,6,11.5,0,0,nv,nv,nv,329,353,420,39,450,2,0.12,2.2,25,0.15,4,35,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,1.2,10,0.48,7.8,0.02,0.5,0.5,nv,0,nv,0,0,0,0,0,0,nv,nv,0,nv,nv,nv,nv,0,nv,nv,nv,0,0,0,0,0,nv,nv,0,0,0,0,0,nv,0.087,nv,1.467,0,0.424,0.038,nv,0,nv,0,nv,nv,0,nv,0.152,nv,3.124,0,nv,0.04,0,0,0.014,nv,4.215,nv,0.587,nv,0,0,nv,nv,nv,0,nv,0,nv,0.163,0.024,0.251,nv,nv,nv,nv,nv,nv,nv,0.07,2.016,3.331,5.241,nv,10.658,1.026,4.215,80,1140,1690,1730,708,161,984,748,945,232,1300,1380,984,1300,2170,2830,1380,905,nv,984,nv
1122,Biscuits and cookies,Cream Crackers,0,1863,443,5.7,1.648,9.4,10.3,71.6,68.6,64.2,1.6,2.9,13.9,0.929,0,2.4,97.3,2.7,0,0,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,0,0.13,nv,0.08,2.15,1.5,0.06,nv,nv,nv,nv,0,0,0,nv,87,1120,800,120,110,25,110,1.7,0.19,0.87,nv,0.68,8,3,10,5,10,60,3,140,0.2,50,100,0.2,2,nv,2,7,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.243,nv,0.57,0.813,0.184,1.9,2.05,4.14,nv,nv,4.95,nv,nv,nv,nv,59.2,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0.013,0.275,0.206,1.58,nv,0.662,0,3.787,0,0.634,0.016,nv,0.033,nv,0,nv,nv,0,nv,0.006,0,4.044,0.08,nv,0.001,0,0,0,nv,1.467,0,0.032,0.001,0,0,nv,nv,nv,nv,0,nv,0,0,0,0,nv,nv,0,0.016,0,0,0.028,0,7.206,4.131,1.501,0.044,12.882,0.032,1.468,0,368,753,248,169,238,538,310,296,129,448,418,234,330,464,3720,401,1270,nv,532,nv
1124,Pork,"Pork, thin belly with rind, raw",5,1218,294,6.25,2.667,16.3,16.3,0,0,0,0,0,25.4,0.92,0,0.8,42.5,57.5,8.85,8.85,0,0.708,0.168,nv,0.108,nv,0.342,0.342,nv,nv,nv,0,0.549,nv,0.133,7.54,4.52,0.217,0.562,4.51,5.05,nv,0.835,0,0,nv,nv,nv,60.5,239,5.99,15,144,0.507,0.0525,1.49,0.9,0.01,5.3,nv,0,nv,2.5,nv,nv,nv,nv,nv,nv,0.13,2,nv,1.9,5.6,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0,0,0,0,0,0,nv,nv,0,nv,nv,nv,nv,0,nv,nv,nv,0,0,0,0,0,nv,nv,nv,nv,nv,0.028,0.033,nv,0.385,nv,5.816,nv,3.004,0.05,nv,nv,nv,nv,nv,nv,nv,nv,0.683,nv,9.205,0.998,nv,0.173,nv,nv,nv,nv,2.32,nv,0.263,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.107,nv,nv,nv,0.343,9.318,11.059,2.583,0.107,23.41,0.263,2.32,68,800,1200,1470,400,109,613,560,693,181,880,987,613,987,1470,2160,853,667,nv,640,nv
1125,Raw milk and similar,"Human milk, colostrum",0,242,58,6.37,0.314,2,2,6.6,6.6,6.6,nv,0,2.6,0.945,0,0.6,11.8,88.2,166,155,135,0.0655,nv,nv,nv,nv,1.3,1.3,nv,nv,nv,nv,0,nv,0.03,0.8,0.1,0,0.12,0,2,nv,0.1,7,7,nv,nv,nv,47,70,28,3,14,nv,0.05,0.6,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,6.6,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,2.457,nv,nv,10,nv,nv,nv,nv,nv,nv,nv,nv,42,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
1126,Breakfast products,"Breakfast cereal, Havrefras",0,1601,380,5.83,2.265,13.2,14.2,70.9,60.3,56.4,nv,10.6,7.2,0.67,0,4.9,96.3,3.8,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,1.22,nv,1.38,nv,nv,0.23,nv,nv,47,nv,nv,nv,nv,nv,nv,1310,1230,484,48.5,102,614,6.43,0.48,3.44,nv,nv,6.3,0.01,nv,nv,118,nv,nv,nv,nv,nv,nv,0,0,nv,2.1,12,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0,0,0,0,8.6,8.6,0,0,8.6,nv,nv,nv,nv,47.8,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,4.824,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
1128,Charcuterie,"Pork/beef sausage, saveloy type",0,1146,277,6.25,1.782,11.1,11.1,4.8,4.5,4.5,0,0.3,23.7,0.915,0,3.5,43.2,56.8,0,0,0,0.746,0.186,nv,0.112,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,1.66,nv,nv,nv,nv,nv,nv,nv,0,0,nv,nv,1430,1150,174,14.6,nv,228,0.76,0.083,1.1,nv,nv,nv,nv,nv,nv,3.5,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0,0,0,0.043,nv,0.371,nv,5.643,0.085,2.772,0.051,nv,0,nv,0,nv,nv,0,nv,0.698,nv,9.497,0,nv,0.24,0,0,0,nv,2.034,nv,0.201,nv,0,0.085,nv,nv,nv,0,nv,0,nv,0,0,0,nv,nv,nv,nv,nv,nv,nv,0,8.966,10.436,2.32,nv,21.722,0.201,2.12,53,517,837,837,214,71,428,339,428,100,588,606,303,624,944,1600,748,695,nv,445,nv
1131,Fruit products,Mint jelly,0,1141,269,6.25,0.08,0.5,0.5,65.5,65.5,65.5,56,0,0.5,0.8,0,2.5,69,31,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.4,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
1132,Marine fish,"Herring, autumn, raw",35,1031,248,6.25,3.088,19.3,19.3,0,0,0,0,0,19,0.92,0,1.4,39.7,60.3,45,45,0,8.3,8.3,nv,nv,nv,1.8,1.8,nv,nv,nv,0,0.06,nv,0.2,7.74,4.5,0.366,0.97,10,10,3,5.2,0.5,0.5,nv,nv,nv,47,317,50,26,320,1.3,0.077,0.85,24.3,0.01,2,32.3,0,nv,11,nv,nv,nv,nv,nv,nv,3.1,134,nv,1.2,5.3,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0,0,0,0,0,0,nv,nv,0,nv,nv,nv,nv,0,nv,nv,nv,0,0,0,0,0,nv,nv,nv,nv,nv,nv,0.023,nv,1.828,0.169,2.246,nv,0.316,nv,nv,nv,nv,nv,nv,nv,nv,nv,1.117,nv,1.681,nv,nv,1.546,1.964,nv,nv,nv,0.497,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,2.799,0.767,2.528,nv,nv,nv,nv,nv,nv,nv,nv,4.582,6.308,6.59,nv,17.48,6.094,0.497,60,926,1580,1880,587,167,741,648,865,195,1140,1110,556,1240,1880,2470,957,710,nv,834,nv
